Fannie Mae Projected Environmental Impact At Issuance Per CUSIP: Multifamily Green MBS(1)(2),,,,,,,,,
2012-2022,,,,,,,,,
© 2023 Fannie Mae,,,,,,,,,
,,,,,,,,,
Security CUSIP,(notes),Green Financing Type,Issue Date,"Issuance UPB
($USD)","Estimated Annual 
Energy Savings (3)(4)
(kBTU) ","Estimated Annual 
Emissions Savings (3)
(MTCO2e) ","Estimated Annual 
Water Savings (3)
(gallons) ",,
3138LKMJ3,,Green Rewards,1 Aug 2017," 29,347,000 "," 5,353,583 ", 353 , -   ,,
3138LGGU4,,Green Building Certification,1 Jul 2017," 197,328,000 "," 2,775,980 ", 313 , -   ,,
3138LH2P8,,Green Rewards,1 Jul 2017," 6,580,000 "," 1,320,386 ", 87 ," 1,240,562 ",,
3138LH2Q6,,Green Rewards,1 Jul 2017," 19,040,000 "," 1,289,659 ", 85 ," 1,211,709 ",,
3138LH2X1,(5),Green Building Certification,1 Jul 2017," 39,765,000 ", -   , -   , -   ,,
3138LJ2C3,,Green Rewards,1 Jul 2017," 12,814,000 "," 2,101,360 ", 138 ," 1,912,307 ",,
3138LJ2F6,,Green Rewards,1 Jul 2017," 9,501,000 "," 997,501 ", 66 ," 1,462,657 ",,
3138LJ2L3,,Green Rewards,1 Jul 2017," 51,040,000 ", -   , -   ," 3,094,196 ",,
3138LJ2V1,,Green Rewards,1 Jul 2017," 25,462,000 "," 2,730,574 ", 180 ," 2,446,000 ",,
3138LJ2W9,,Green Rewards,1 Jul 2017," 54,800,000 "," 4,475,758 ", 295 ," 4,902,318 ",,
3138LJ2Y5,,Green Rewards,1 Jul 2017," 28,350,000 "," 2,457,579 ", 162 , -   ,,
3138LJ3A6,,Green Building Certification,1 Jul 2017," 1,911,000 "," 4,118,436 ", 464 , -   ,,
3138LJ3G3,,Green Rewards,1 Jul 2017," 25,350,000 "," 2,254,184 ", 148 ," 2,117,922 ",,
3138LJ3K4,,Green Rewards,1 Jul 2017," 5,400,000 "," 1,180,765 ", 78 ," 1,060,918 ",,
3138LJ3T5,,Green Rewards,1 Jul 2017," 33,530,000 "," 427,455 ", 22 ," 1,318,502 ",,
3138LJ4M9,,Green Rewards,1 Jul 2017," 32,750,000 "," 2,927,820 ", 148 ," 6,970,000 ",,
3138LJ4U1,,Green Rewards,1 Jul 2017," 12,133,000 "," 2,581,119 ", 131 ," 9,648,045 ",,
3138LJ4V9,,Green Rewards,1 Jul 2017," 8,461,000 "," 3,719,243 ", 245 ," 3,494,419 ",,
3138LJ5C0,,Green Rewards,1 Jul 2017," 16,500,000 "," 1,479,631 ", 97 ," 1,380,138 ",,
3138LJB74,,Green Rewards,1 Jul 2017," 5,570,000 "," 286,545 ", 14 ," 640,739 ",,
3138LJB82,,Green Rewards,1 Jul 2017," 14,734,000 "," 881,468 ", 58 ," 1,884,000 ",,
3138LJBZ2,,Green Rewards,1 Jul 2017," 10,000,000 "," 924,840 ", 47 ," 2,282,144 ",,
3138LJCA6,,Green Rewards,1 Jul 2017," 13,320,000 "," 360,570 ", 18 ," 806,359 ",,
3138LJCT5,,Green Building Certification,1 Jul 2017," 64,000,000 "," 7,547,379 ", 851 , -   ,,
3138LJDC1,,Green Rewards,1 Jul 2017," 116,000,000 "," 1,095,780 ", 55 ," 4,867,050 ",,
3138LJDE7,,Green Rewards,1 Jul 2017," 10,640,000 "," 1,451,520 ", 73 ," 3,122,940 ",,
3138LJHA1,(5),Green Building Certification,1 Jul 2017," 17,062,500 ", -   , -   , -   ,,
3138LJJ27,,Green Rewards,1 Jul 2017," 40,950,000 "," 2,750,769 ", 181 ," 2,739,080 ",,
3138LJJZ4,,Green Rewards,1 Jul 2017," 17,882,000 "," 914,760 ", 46 ," 4,278,581 ",,
3138LJK41,,Green Rewards,1 Jul 2017," 9,562,500 "," 2,219,326 ", 146 ," 2,698,080 ",,
3138LJK58,,Green Rewards,1 Jul 2017," 15,252,000 "," 1,358,045 ", 89 ," 1,874,000 ",,
3138LJKN9,(5),Green Building Certification,1 Jul 2017," 17,448,000 ", -   , -   , -   ,,
3138LJKX7,(5),Green Building Certification,1 Jul 2017," 27,150,000 ", -   , -   , -   ,,
3138LJL65,,Green Building Certification,1 Jul 2017," 88,426,000 "," 3,250,047 ", 366 ," 4,561,340 ",,
3138LJM64,,Green Rewards,1 Jul 2017," 50,388,000 "," 1,044,540 ", 53 ," 3,589,000 ",,
3138LJN30,,Green Rewards,1 Jul 2017," 40,188,000 "," 1,627,837 ", 107 ," 2,708,175 ",,
3138LJND8,(5),Green Building Certification,1 Jul 2017," 22,720,000 ", -   , -   , -   ,,
3138LJP20,,Green Rewards,1 Jul 2017," 8,955,000 "," 2,138,376 ", 141 ," 2,009,106 ",,
3138LJPL8,(5),Green Building Certification,1 Jul 2017," 19,417,000 ", -   , -   , -   ,,
3138LJPU8,,Green Rewards,1 Jul 2017," 8,514,000 "," 308,378 ", 20 ," 409,311 ",,
3138LJQB9,(5),Green Building Certification,1 Jul 2017," 12,087,600 ", -   , -   , -   ,,
3138LJQC7,,Green Building Certification,1 Jul 2017," 1,542,300 "," 1,324,021 ", 149 , -   ,,
3138LJQF0,,Green Rewards,1 Jul 2017," 16,050,000 "," 901,062 ", 59 ," 1,255,938 ",,
3138LJQP8,,Green Rewards,1 Jul 2017," 23,230,000 "," 1,879,115 ", 124 ," 3,322,000 ",,
3138LJQQ6,,Green Rewards,1 Jul 2017," 14,250,000 "," 360,344 ", 24 ," 2,068,000 ",,
3138LJQW3,(5),Green Building Certification,1 Jul 2017," 23,200,000 ", -   , -   , -   ,,
3138LJR85,,Green Rewards,1 Jul 2017," 11,900,000 "," 877,728 ", 58 ," 2,213,886 ",,
3138LJRH5,,Green Rewards,1 Jul 2017," 23,182,000 "," 2,891,151 ", 146 ," 6,592,192 ",,
3138LJRM4,(5),Green Building Certification,1 Jul 2017," 34,100,000 ", -   , -   , -   ,,
3138LJRP7,,Green Rewards,1 Jul 2017," 17,105,000 "," 993,405 ", 50 ," 3,162,825 ",,
3138LJRX0,,Green Rewards,1 Jul 2017," 24,145,000 "," 716,730 ", 36 ," 5,537,732 ",,
3138LJS27,,Green Rewards,1 Jul 2017," 27,508,000 "," 6,460,724 ", 426 ," 1,325,039 ",,
3138LJS84,(5),Green Building Certification,1 Jul 2017," 44,500,000 ", -   , -   , -   ,,
3138LJSB7,,Green Building Certification,1 Jul 2017," 20,451,000 "," 3,567,745 ", 402 , -   ,,
3138LJSD3,(5),Green Building Certification,1 Jul 2017," 27,282,000 ", -   , -   , -   ,,
3138LJSL5,,Green Rewards,1 Jul 2017," 26,100,000 "," 2,412,056 ", 159 ," 2,756,803 ",,
3138LJSP6,,Green Rewards,1 Jul 2017," 18,850,000 "," 3,301,410 ", 217 ," 2,900,381 ",,
3138LJSW1,,Green Rewards,1 Jul 2017," 3,900,000 "," 1,061,792 ", 70 ," 885,708 ",,
3138LJSX9,,Green Rewards,1 Jul 2017," 11,780,000 "," 881,930 ", 45 ," 2,081,737 ",,
3138LJSY7,,Green Rewards,1 Jul 2017," 2,486,000 "," 227,325 ", 11 ," 862,000 ",,
3138LJT67,,Green Rewards,1 Jul 2017," 11,969,000 "," 894,549 ", 59 ," 844,884 ",,
3138LJT75,,Green Rewards,1 Jul 2017," 7,713,000 "," 394,960 ", 26 ," 373,031 ",,
3138LJTC4,(5),Green Building Certification,1 Jul 2017," 10,300,000 ", -   , -   , -   ,,
3138LJTE0,,Green Rewards,1 Jul 2017," 17,300,000 "," 2,311,787 ", 152 ," 2,172,042 ",,
3138LJTG5,,Green Rewards,1 Jul 2017," 5,000,000 "," 87,552 ", 6 ," 1,603,100 ",,
3138LJTL4,,Green Building Certification,1 Jul 2017," 19,500,000 "," 7,990,872 ", 901 , -   ,,
3138LJU24,,Green Rewards,1 Jul 2017," 14,500,000 "," 9,787,311 ", 645 ," 8,893,880 ",,
3138LJU81,,Green Rewards,1 Jul 2017," 9,770,000 "," 3,264,673 ", 215 ," 3,031,062 ",,
3138LJUA6,,Green Rewards,1 Jul 2017," 3,400,000 "," 1,572,016 ", 104 ," 2,030,860 ",,
3138LJUG3,,Green Rewards,1 Jul 2017," 9,730,000 "," 798,735 ", 40 ," 2,562,614 ",,
3138LJUK4,,Green Rewards,1 Jul 2017," 9,522,000 "," 1,030,410 ", 68 ," 1,460,000 ",,
3138LJUN8,,Green Rewards,1 Jul 2017," 6,480,000 "," 163,769 ", 11 ," 848,322 ",,
3138LJUP3,,Green Rewards,1 Jul 2017," 10,320,000 "," 1,806,766 ", 119 ," 2,655,621 ",,
3138LJUQ1,,Green Rewards,1 Jul 2017," 6,118,000 "," 1,276,867 ", 84 ," 1,199,682 ",,
3138LJUR9,,Green Rewards,1 Jul 2017," 46,000,000 "," 887,775 ", 45 ," 2,914,009 ",,
3138LJUY4,(5),Green Building Certification,1 Jul 2017," 18,250,000 ", -   , -   , -   ,,
3138LJV49,,Green Rewards,1 Jul 2017," 4,584,000 "," 816,363 ", 54 ," 1,485,149 ",,
3138LJV56,,Green Rewards,1 Jul 2017," 10,000,000 "," 1,543,273 ", 102 ," 1,708,000 ",,
3138LJV72,,Green Rewards,1 Jul 2017," 10,000,000 "," 1,688,476 ", 111 ," 1,860,000 ",,
3138LJVB3,,Green Rewards,1 Jul 2017," 26,330,000 "," 881,425 ", 58 ," 2,657,249 ",,
3138LJVE7,,Green Rewards,1 Jul 2017," 14,070,000 "," 2,681,910 ", 136 ," 8,185,344 ",,
3138LJVG2,,Green Rewards,1 Jul 2017," 94,050,000 "," 565,845 ", 29 ," 2,413,000 ",,
3138LJVH0,(5),Green Building Certification,1 Jul 2017," 10,721,500 ", -   , -   , -   ,,
3138LJVJ6,(5),Green Building Certification,1 Jul 2017," 6,975,000 ", -   , -   , -   ,,
3138LJVK3,,Green Rewards,1 Jul 2017," 41,415,000 "," 660,975 ", 33 ," 2,313,000 ",,
3138LJVL1,,Green Building Certification,1 Jul 2017," 46,725,000 "," 3,274,445 ", 369 , -   ,,
3138LJVQ0,,Green Rewards,1 Jul 2017," 32,900,000 "," 3,241,895 ", 211 ," 557,557 ",,
3138LJVR8,,Green Rewards,1 Jul 2017," 35,200,000 "," 492,810 ", 25 ," 2,190,414 ",,
3138LJVS6,,Green Rewards,1 Jul 2017," 18,513,500 "," 1,282,260 ", 65 ," 3,301,060 ",,
3138LJVT4,,Green Rewards,1 Jul 2017," 3,520,000 "," 489,679 ", 27 ," 762,195 ",,
3138LJVV9,,Green Building Certification,1 Jul 2017," 29,705,000 "," 8,247,312 ", 930 , -   ,,
3138LJW48,,Green Rewards,1 Jul 2017," 13,520,000 "," 3,612,706 ", 238 ," 1,185,110 ",,
3138LJW71,(5),Green Building Certification,1 Jul 2017," 35,000,000 ", -   , -   , -   ,,
3138LJWB2,,Green Rewards,1 Jul 2017," 19,230,000 "," 1,062,936 ", 70 ," 2,856,236 ",,
3138LJWD8,(4),Green Rewards,1 Jul 2017," 19,171,000 "," 3,285,791 ", 212 ," 3,470,712 ",,
3138LJWR7,,Green Rewards,1 Jul 2017," 52,497,000 "," 2,330,580 ", 118 ," 6,240,775 ",,
3138LJX21,,Green Rewards,1 Jul 2017," 37,976,000 "," 2,410,590 ", 122 ," 5,319,072 ",,
3138LJX39,,Green Rewards,1 Jul 2017," 61,840,000 "," 5,179,464 ", 341 ," 4,866,373 ",,
3138LJX62,,Green Rewards,1 Jul 2017," 12,095,000 "," 2,130,093 ", 140 ," 2,510,105 ",,
3138LJX70,,Green Rewards,1 Jul 2017," 18,000,000 "," 1,138,586 ", 58 ," 2,545,875 ",,
3138LJX88,,Green Rewards,1 Jul 2017," 35,750,000 "," 592,515 ", 30 ," 2,236,000 ",,
3138LJX96,,Green Rewards,1 Jul 2017," 18,012,000 "," 356,301 ", 23 ," 1,726,738 ",,
3138LJXN5,,Green Building Certification,1 Jul 2017," 18,362,500 "," 1,461,885 ", 165 , -   ,,
3138LJXV7,,Green Rewards,1 Jul 2017," 15,200,000 "," 1,911,630 ", 97 ," 4,358,684 ",,
3138LJXZ8,,Green Building Certification,1 Jul 2017," 35,782,000 "," 3,436,954 ", 387 , -   ,,
3138LJY20,,Green Rewards,1 Jul 2017," 13,875,000 "," 1,136,539 ", 75 ," 1,067,844 ",,
3138LJY38,,Green Rewards,1 Jul 2017," 18,850,000 "," 682,826 ", 45 ," 1,697,598 ",,
3138LJY46,,Green Rewards,1 Jul 2017," 18,785,000 "," 2,419,845 ", 159 ," 42,582 ",,
3138LJY53,,Green Rewards,1 Jul 2017," 40,950,000 "," 1,820,361 ", 120 ," 2,013,646 ",,
3138LJY87,,Green Rewards,1 Jul 2017," 14,760,000 "," 1,438,558 ", 95 ," 1,351,595 ",,
3138LJYC8,,Green Rewards,1 Jul 2017," 5,700,000 "," 1,731,341 ", 114 ," 1,722,654 ",,
3138LJYG9,,Green Rewards,1 Jul 2017," 17,500,000 "," 2,540,599 ", 131 ," 5,733,186 ",,
3138LJYJ3,(5),Green Building Certification,1 Jul 2017," 18,450,000 ", -   , -   , -   ,,
3138LJYK0,,Green Rewards,1 Jul 2017," 26,160,000 "," 1,150,025 ", 62 ," 1,515,000 ",,
3138LJYT1,,Green Rewards,1 Jul 2017," 46,550,000 "," 13,171,411 ", 833 ," 6,749,000 ",,
3138LJZ60,,Green Rewards,1 Jul 2017," 8,250,000 "," 210,420 ", 11 ," 955,000 ",,
3138LJZA1,,Green Rewards,1 Jul 2017," 6,530,000 "," 1,119,303 ", 57 ," 2,095,789 ",,
3138LJZB9,,Green Rewards,1 Jul 2017," 9,040,000 "," 818,146 ", 54 ," 768,690 ",,
3138LJZG8,,Green Rewards,1 Jul 2017," 10,400,000 "," 668,640 ", 34 ," 1,880,000 ",,
3138LJZL7,,Green Rewards,1 Jul 2017," 33,276,000 "," 214,410 ", 11 ," 2,333,000 ",,
3138LJZP8,,Green Rewards,1 Jul 2017," 146,345,000 "," 9,007,169 ", 517 ," 14,318,785 ",,
3138LJZR4,,Green Rewards,1 Jul 2017," 16,456,000 "," 4,553,839 ", 300 ," 4,735,000 ",,
3138LJZY9,,Green Rewards,1 Jul 2017," 28,477,000 "," 588,263 ", 30 ," 4,469,327 ",,
3138LH2W3,,Green Rewards,1 Jun 2017," 20,200,000 "," 2,149,668 ", 142 ," 1,913,987 ",,
3138LH4Z4,,Green Rewards,1 Jun 2017," 3,206,000 "," 848,448 ", 56 ," 797,160 ",,
3138LH6F6,,Green Rewards,1 Jun 2017," 14,023,800 "," 1,946,301 ", 128 ," 1,828,650 ",,
3138LH6M1,,Green Rewards,1 Jun 2017," 26,537,000 "," 196,875 ", 10 ," 451,688 ",,
3138LH6R0,,Green Rewards,1 Jun 2017," 26,000,000 "," 1,182,180 ", 78 ," 3,841,753 ",,
3138LHFC3,(5),Green Building Certification,1 Jun 2017," 52,301,000 ", -   , -   , -   ,,
3138LHVN1,,Green Rewards,1 Jun 2017," 15,000,000 "," 7,079,600 ", 466 ," 9,193,912 ",,
3138LHZ98,(5),Green Building Certification,1 Jun 2017," 60,400,000 ", -   , -   , -   ,,
3138LHZJ6,(5),Green Building Certification,1 Jun 2017," 21,500,000 ", -   , -   , -   ,,
3138LJ2B5,,Green Rewards,1 Jun 2017," 11,649,000 "," 586,033 ", 34 ," 1,119,296 ",,
3138LJAK6,,Green Rewards,1 Jun 2017," 16,912,000 "," 2,379,037 ", 157 ," 2,246,940 ",,
3138LJAL4,,Green Rewards,1 Jun 2017," 35,812,000 "," 7,470,424 ", 492 ," 7,055,596 ",,
3138LJBV1,,Green Rewards,1 Jun 2017," 29,995,000 "," 1,255,622 ", 83 ," 4,050,918 ",,
3138LJBY5,,Green Building Certification,1 Jun 2017," 15,230,000 "," 2,086,529 ", 235 , -   ,,
3138LJCB4,,Green Rewards,1 Jun 2017," 16,560,000 "," 553,980 ", 28 ," 1,255,144 ",,
3138LJCG3,,Green Rewards,1 Jun 2017," 22,200,000 "," 203,508 ", 10 ," 1,604,841 ",,
3138LJCH1,(5),Green Building Certification,1 Jun 2017," 29,000,000 ", -   , -   , -   ,,
3138LJCV0,,Green Rewards,1 Jun 2017," 5,590,000 "," 361,620 ", 18 ," 1,306,525 ",,
3138LJDG2,,Green Rewards,1 Jun 2017," 6,320,000 "," 1,281,120 ", 84 ," 1,209,975 ",,
3138LJDK3,,Green Rewards,1 Jun 2017," 30,460,000 "," 2,793,978 ", 184 ," 2,566,158 ",,
3138LJE63,(5),Green Building Certification,1 Jun 2017," 39,958,000 ", -   , -   , -   ,,
3138LJEQ9,,Green Rewards,1 Jun 2017," 14,191,000 "," 682,815 ", 35 ," 1,556,835 ",,
3138LJES5,,Green Rewards,1 Jun 2017," 15,200,000 "," 2,774,393 ", 183 ," 2,606,684 ",,
3138LJF21,,Green Rewards,1 Jun 2017," 9,360,000 "," 1,577,889 ", 104 ," 2,231,000 ",,
3138LJF39,(5),Green Building Certification,1 Jun 2017," 6,813,000 ", -   , -   , -   ,,
3138LJFG0,,Green Rewards,1 Jun 2017," 35,000,000 "," 1,916,775 ", 97 ," 4,426,903 ",,
3138LJFK1,,Green Rewards,1 Jun 2017," 6,975,000 "," 794,848 ", 52 ," 746,790 ",,
3138LJFS4,,Green Rewards,1 Jun 2017," 23,373,000 "," 2,752,023 ", 181 ," 2,585,660 ",,
3138LJFT2,(5),Green Building Certification,1 Jun 2017," 19,676,000 ", -   , -   , -   ,,
3138LJG38,,Green Rewards,1 Jun 2017," 19,000,000 "," 1,328,271 ", 88 ," 1,233,225 ",,
3138LJG95,,Green Rewards,1 Jun 2017," 19,600,000 "," 1,300,019 ", 86 ," 1,168,054 ",,
3138LJGC8,,Green Rewards,1 Jun 2017," 7,500,000 "," 1,322,582 ", 87 ," 2,093,000 ",,
3138LJGJ3,,Green Rewards,1 Jun 2017," 55,496,000 "," 5,568,682 ", 367 ," 5,622,753 ",,
3138LJGK0,,Green Rewards,1 Jun 2017," 22,290,000 "," 958,264 ", 63 ," 2,062,374 ",,
3138LJGT1,,Green Rewards,1 Jun 2017," 3,000,000 "," 2,436,420 ", 123 ," 6,785,832 ",,
3138LJH60,,Green Rewards,1 Jun 2017," 24,000,000 "," 1,513,479 ", 100 ," 2,157,891 ",,
3138LJH94,,Green Building Certification,1 Jun 2017," 13,705,200 "," 470,122 ", 53 , -   ,,
3138LJHD5,,Green Rewards,1 Jun 2017," 9,041,000 "," 224,700 ", 11 ," 1,712,000 ",,
3138LJHF0,,Green Rewards,1 Jun 2017," 12,800,000 "," 467,250 ", 24 ," 1,044,630 ",,
3138LJHG8,,Green Rewards,1 Jun 2017," 46,875,000 "," 8,954,472 ", 590 ," 1,366,560 ",,
3138LJHH6,,Green Rewards,1 Jun 2017," 21,535,000 "," 1,256,843 ", 83 ," 1,554,806 ",,
3138LJHQ6,(5),Green Building Certification,1 Jun 2017," 50,535,000 ", -   , -   , -   ,,
3138LJHR4,(5),Green Building Certification,1 Jun 2017," 51,190,000 ", -   , -   , -   ,,
3138LJHT0,,Green Rewards,1 Jun 2017," 26,383,000 "," 6,103,948 ", 402 ," 2,703,421 ",,
3138LJJ35,,Green Rewards,1 Jun 2017," 5,850,000 "," 1,192,304 ", 79 ," 1,083,180 ",,
3138LJJ43,,Green Rewards,1 Jun 2017," 5,232,000 "," 816,060 ", 41 ," 1,860,040 ",,
3138LJJD3,(5),Green Building Certification,1 Jun 2017," 21,502,800 ", -   , -   , -   ,,
3138LJJQ4,,Green Rewards,1 Jun 2017," 18,473,000 "," 4,430,989 ", 270 ," 8,497,094 ",,
3138LJJS0,,Green Rewards,1 Jun 2017," 28,000,000 "," 3,223,286 ", 212 ," 3,028,442 ",,
3138LJJT8,,Green Building Certification,1 Jun 2017," 42,314,000 "," 2,953,991 ", 333 , -   ,,
3138LJK33,,Green Building Certification,1 Jun 2017," 29,027,000 "," 3,639,279 ", 410 , -   ,,
3138LJK66,,Green Rewards,1 Jun 2017," 25,000,000 "," 698,775 ", 35 ," 1,668,909 ",,
3138LJKB5,,Green Rewards,1 Jun 2017," 7,580,000 "," 1,238,790 ", 63 ," 2,897,370 ",,
3138LJKD1,,Green Rewards,1 Jun 2017," 14,750,000 "," 1,557,019 ", 103 ," 421,575 ",,
3138LJKE9,,Green Rewards,1 Jun 2017," 10,250,000 "," 476,294 ", 28 ," 627,501 ",,
3138LJKM1,,Green Rewards,1 Jun 2017," 5,742,000 "," 960,645 ", 49 ," 2,077,435 ",,
3138LJL24,,Green Rewards,1 Jun 2017," 10,334,000 "," 1,813,237 ", 119 ," 1,543,074 ",,
3138LJL40,,Green Rewards,1 Jun 2017," 8,806,000 "," 690,088 ", 35 ," 1,669,528 ",,
3138LJL73,,Green Rewards,1 Jun 2017," 22,785,000 "," 5,476,437 ", 361 ," 5,226,216 ",,
3138LJLJ7,,Green Rewards,1 Jun 2017," 16,725,000 "," 274,470 ", 14 ," 960,344 ",,
3138LJLN8,(5),Green Building Certification,1 Jun 2017," 39,715,000 ", -   , -   , -   ,,
3138LJLQ1,,Green Rewards,1 Jun 2017," 16,227,000 "," 380,520 ", 19 ," 4,361,595 ",,
3138LJLR9,,Green Rewards,1 Jun 2017," 11,825,000 ", -   , -   ," 1,620,600 ",,
3138LJMC1,,Green Building Certification,1 Jun 2017," 36,036,000 "," 17,780,658 "," 2,004 ", -   ,,
3138LJMJ6,,Green Rewards,1 Jun 2017," 13,740,000 "," 359,940 ", 18 ," 2,702,000 ",,
3138LJN22,(5),Green Building Certification,1 Jun 2017," 50,253,000 ", -   , -   , -   ,,
3138LJN48,(5),Green Building Certification,1 Jun 2017," 43,500,000 ", -   , -   , -   ,,
3138LJN55,,Green Rewards,1 Jun 2017," 15,225,000 "," 1,405,215 ", 71 ," 3,203,970 ",,
3138LJN63,,Green Rewards,1 Jun 2017," 3,526,400 "," 236,670 ", 12 ," 539,616 ",,
3138LJN89,,Green Rewards,1 Jun 2017," 9,850,000 "," 2,489,463 ", 164 , -   ,,
3138LJNB2,,Green Rewards,1 Jun 2017," 40,000,000 "," 862,995 ", 44 ," 2,785,000 ",,
3138LJNE6,,Green Rewards,1 Jun 2017," 4,679,000 "," 854,805 ", 43 ," 1,986,768 ",,
3138LJNL0,,Green Building Certification,1 Jun 2017," 25,000,000 "," 3,189,570 ", 360 , -   ,,
3138LJNS5,,Green Rewards,1 Jun 2017," 54,000,000 "," 2,089,185 ", 106 ," 2,278,000 ",,
3138LJNT3,,Green Rewards,1 Jun 2017," 60,100,000 "," 1,330,980 ", 67 ," 2,242,000 ",,
3138LJNX4,,Green Rewards,1 Jun 2017," 18,600,000 "," 312,375 ", 16 ," 2,009,143 ",,
3138LJPB0,,Green Building Certification,1 Jun 2017," 49,531,100 "," 3,876,421 ", 437 , -   ,,
3138LJPC8,,Green Rewards,1 Jun 2017," 14,025,000 "," 2,121,127 ", 140 ," 1,992,900 ",,
3138LJPD6,,Green Rewards,1 Jun 2017," 34,612,000 "," 208,510 ", 14 ," 2,625,638 ",,
3138LJPE4,,Green Rewards,1 Jun 2017," 21,528,000 "," 1,124,445 ", 57 ," 2,588,000 ",,
3138LJPF1,,Green Rewards,1 Jun 2017," 21,350,000 "," 867,797 ", 57 ," 1,563,000 ",,
3138LJPG9,,Green Rewards,1 Jun 2017," 7,289,000 "," 2,899,018 ", 191 ," 2,723,776 ",,
3138LJPJ3,,Green Rewards,1 Jun 2017," 33,941,200 "," 2,359,613 ", 155 ," 4,137,000 ",,
3138LJPK0,,Green Building Certification,1 Jun 2017," 15,683,900 "," 2,187,947 ", 247 , -   ,,
3138LJPQ7,,Green Rewards,1 Jun 2017," 6,782,000 "," 535,605 ", 27 ," 1,157,926 ",,
3138LJPX2,,Green Rewards,1 Jun 2017," 4,650,000 "," 910,036 ", 60 ," 859,502 ",,
3138LJQ52,,Green Rewards,1 Jun 2017," 7,730,000 "," 3,831,791 ", 252 ," 2,276,105 ",,
3138LJQ78,,Green Rewards,1 Jun 2017," 4,800,000 "," 1,159,242 ", 76 ," 1,690,953 ",,
3138LJQD5,(5),Green Building Certification,1 Jun 2017," 12,400,000 ", -   , -   , -   ,,
3138LJQN3,(5),Green Building Certification,1 Jun 2017," 12,100,000 ", -   , -   , -   ,,
3138LJQS2,,Green Rewards,1 Jun 2017," 21,700,000 "," 1,801,798 ", 119 ," 1,777,405 ",,
3138LJQT0,,Green Rewards,1 Jun 2017," 22,724,000 "," 2,571,315 ", 169 ," 4,246,611 ",,
3138LJQX1,,Green Rewards,1 Jun 2017," 124,000,000 "," 37,637,136 "," 2,479 "," 11,461,297 ",,
3138LJR28,,Green Rewards,1 Jun 2017," 4,223,000 "," 464,205 ", 23 ," 1,003,750 ",,
3138LJR36,,Green Rewards,1 Jun 2017," 3,681,000 "," 304,710 ", 15 ," 667,950 ",,
3138LJRA0,,Green Rewards,1 Jun 2017," 32,500,000 "," 3,689,513 ", 243 ," 7,626,281 ",,
3138LJRB8,,Green Rewards,1 Jun 2017," 210,000,000 "," 1,265,460 ", 64 ," 7,708,453 ",,
3138LJRD4,,Green Rewards,1 Jun 2017," 78,000,000 "," 249,332 ", 13 ," 1,498,243 ",,
3138LJRE2,,Green Rewards,1 Jun 2017," 212,000,000 "," 1,842,614 ", 121 ," 3,797,076 ",,
3138LJRU6,,Green Rewards,1 Jun 2017," 4,575,000 "," 860,983 ", 57 ," 1,730,000 ",,
3138LJRZ5,,Green Rewards,1 Jun 2017," 12,253,000 "," 1,568,074 ", 93 ," 314,379 ",,
3138LH3G7,,Green Rewards,1 May 2017," 16,670,000 "," 309,379 ", 20 ," 5,384,049 ",,
3138LH4V3,,Green Rewards,1 May 2017," 22,000,000 "," 1,780,275 ", 90 ," 4,783,672 ",,
3138LH5D2,(5),Green Building Certification,1 May 2017," 23,085,000 ", -   , -   , -   ,,
3138LH5T7,(4),Green Rewards,1 May 2017," 7,758,000 "," 207,160 ", 10 ," 599,164 ",,
3138LH5U4,,Green Rewards,1 May 2017," 82,935,000 "," 2,222,640 ", 112 ," 4,969,840 ",,
3138LH5V2,,Green Building Certification,1 May 2017," 71,317,796 "," 1,519,898 ", 171 ," 2,133,129 ",,
3138LH6A7,,Green Rewards,1 May 2017," 8,700,000 "," 1,043,070 ", 53 ," 2,485,906 ",,
3138LH6G4,(5),Green Building Certification,1 May 2017," 12,742,000 ", -   , -   , -   ,,
3138LH6T6,,Green Rewards,1 May 2017," 35,137,000 "," 3,392,337 ", 223 ," 3,203,970 ",,
3138LH6Y5,,Green Rewards,1 May 2017," 11,615,000 "," 698,985 ", 35 ," 1,293,839 ",,
3138LH7F5,,Green Rewards,1 May 2017," 13,100,000 "," 2,353,310 ", 133 ," 3,471,880 ",,
3138LH7M0,,Green Rewards,1 May 2017," 8,720,000 "," 3,043,606 ", 200 ," 569,284 ",,
3138LHHP2,,Green Rewards,1 May 2017," 16,840,000 "," 2,471,217 ", 163 ," 2,333,993 ",,
3138LHPF5,,Green Rewards,1 May 2017," 10,486,000 "," 739,095 ", 37 ," 1,728,640 ",,
3138LHQ72,,Green Rewards,1 May 2017," 10,000,000 "," 572,460 ", 29 ," 1,313,672 ",,
3138LHRA4,,Green Rewards,1 May 2017," 10,000,000 "," 345,135 ", 17 ," 781,830 ",,
3138LHT38,,Green Rewards,1 May 2017," 10,835,000 "," 2,186,351 ", 144 , -   ,,
3138LHT53,,Green Rewards,1 May 2017," 27,969,000 "," 4,495,685 ", 296 , -   ,,
3138LHT61,,Green Rewards,1 May 2017," 22,385,000 "," 2,204,425 ", 145 , -   ,,
3138LHU44,,Green Rewards,1 May 2017," 154,781,000 "," 9,004,890 ", 579 ," 1,178,673 ",,
3138LHUE2,,Green Rewards,1 May 2017," 28,070,000 "," 1,244,040 ", 63 ," 2,708,437 ",,
