SubsidiesId,Country,ISO2,ISO3,Indicator,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Unit,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,F2023,F2024,F2025
471,Bosnia and Herzegovina,BA,BIH,Fossil Fuel Subsidies - Total Implicit and Explicit - Petroleum,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTP,Total Implicit and Explicit; Petroleum,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Petroleum",USD at constant 2021 prices,625010.5216,1064125.914,2297534.84,2394515.09,2889424.33,0,0,0,0,0,785899.1739
472,Bosnia and Herzegovina,BA,BIH,Implicit Fossil Fuel Subsidies - Accidents,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIA,Implicit; Accidents,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Accidents",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
473,Bosnia and Herzegovina,BA,BIH,Implicit Fossil Fuel Subsidies - Coal,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIC,Implicit; Coal,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Coal",USD at constant 2021 prices,3351097584,3974466085,4178368092,4843142509,4978295803,3764839172,4413664818,4947911739,5208161354,5487985611,5788101196
474,Bosnia and Herzegovina,BA,BIH,Implicit Fossil Fuel Subsidies - Congestion,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIG,Implicit; Congestion,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Congestion",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
475,Bosnia and Herzegovina,BA,BIH,Implicit Fossil Fuel Subsidies - Electricity,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIT,Implicit; Electricity,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Electricity",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
476,Bosnia and Herzegovina,BA,BIH,Implicit Fossil Fuel Subsidies - Foregone VAT,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIF,Implicit; Foregone Vat,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Foregone Vat",USD at constant 2021 prices,30979730.19,38322452.46,54256834.09,40078472.35,43656677.01,34430798.14,38164161.15,40776334.7,41982591.15,43315816.67,44824000.45
477,Bosnia and Herzegovina,BA,BIH,Implicit Fossil Fuel Subsidies - Global Warming,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIW,Implicit; Global Warming,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Global Warming",USD at constant 2021 prices,724885642.5,864887654.8,899992942.8,1046106815,1119452119,887232780.5,982261002.1,1091957569,1147079349,1203159690,1260860562
478,Bosnia and Herzegovina,BA,BIH,Implicit Fossil Fuel Subsidies - Local Air Pollution,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIL,Implicit; Local Air Pollution,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Local Air Pollution",USD at constant 2021 prices,2608154535,3083694220,3239029646,3769885778,3839857578,2851833582,3402452707,3824932337,4029071808,4251723289,4493664265
479,Bosnia and Herzegovina,BA,BIH,Implicit Fossil Fuel Subsidies - Natural Gas,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIN,Implicit; Natural Gas,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Natural Gas",USD at constant 2021 prices,12297562.32,11374242.6,12613748.2,10534058.32,21781291.81,8657971.397,9212999.605,9754621.424,9972915.053,10213116.18,10461871.51
480,Bosnia and Herzegovina,BA,BIH,Implicit Fossil Fuel Subsidies - Petroleum,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIP,Implicit; Petroleum,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Petroleum",USD at constant 2021 prices,625010.5216,1064125.914,2297534.84,2394515.09,2889424.33,0,0,0,0,0,785899.1739
481,Bosnia and Herzegovina,BA,BIH,Implicit Fossil Fuel Subsidies - Road Damage,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIR,Implicit; Road Damage,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Road Damage",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
482,Bosnia and Herzegovina,BA,BIH,Implicit Fossil Fuel Subsidies - Total,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTI,Implicit,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit",USD at constant 2021 prices,3364020109,3986904383,4193279266,4856071472,5002966881,3773497105,4422877789,4957666397,5218134403,5498198509,5799348831
483,Botswana,BW,BWA,Explicit Fossil Fuel Subsidies - Coal,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTEC,Explicit; Coal,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Coal",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
484,Botswana,BW,BWA,Explicit Fossil Fuel Subsidies - Electricity,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTET,Explicit; Electricity,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Electricity",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
485,Botswana,BW,BWA,Explicit Fossil Fuel Subsidies - Natural Gas,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTEN,Explicit; Natural Gas,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Natural Gas",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
486,Botswana,BW,BWA,Explicit Fossil Fuel Subsidies - Petroleum,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTEP,Explicit; Petroleum,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Petroleum",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
487,Botswana,BW,BWA,Explicit Fossil Fuel Subsidies - Total,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTE,Explicit,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
488,Botswana,BW,BWA,Fossil Fuel Subsidies - Total Implicit and Explicit,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFT,Total Implicit and Explicit,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit",USD at constant 2021 prices,480675399.3,687968552.1,540837883.9,718964159.5,476570040,371297240.3,410627752.5,468361675.7,506319463.3,543447375.3,588580250.7
489,Botswana,BW,BWA,Fossil Fuel Subsidies - Total Implicit and Explicit -  Natural Gas,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTN,Total Implicit and Explicit; Natural Gas,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Natural Gas",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
490,Botswana,BW,BWA,Fossil Fuel Subsidies - Total Implicit and Explicit - Coal,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTC,Total Implicit and Explicit; Coal,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Coal",USD at constant 2021 prices,256183564.7,254433125.3,305822193.6,327328115.7,332981795.1,253032535.3,288039565.1,320752918.7,338167339.6,355000078.7,372988164.4
491,Botswana,BW,BWA,Fossil Fuel Subsidies - Total Implicit and Explicit - Electricity,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTT,Total Implicit and Explicit; Electricity,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Electricity",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
492,Botswana,BW,BWA,Fossil Fuel Subsidies - Total Implicit and Explicit - Petroleum,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTP,Total Implicit and Explicit; Petroleum,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Petroleum",USD at constant 2021 prices,224491819.7,433535426.9,235015690.3,391636043.8,143588244.9,118264719.8,122588187.5,147608742.1,168152138.6,188447296.6,215592086.3
493,Botswana,BW,BWA,Implicit Fossil Fuel Subsidies - Accidents,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIA,Implicit; Accidents,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Accidents",USD at constant 2021 prices,15126889.57,29423788.19,15424421.06,27881395.07,9269757.196,7880333.811,8447005.413,10446654.63,11984009.3,13519087.81,15362382.87
